F/C EXP;F/C IC;F/C LS/HS;F/C FSP;F/C FSV;F/C FT;F/C CD;F/C TRAIN;F/C RAW;F/C ST;F ST;SDRV SD;SDRV[14:9];SDRV[8:0];TTM;SPV XYV;SPV XYW;SPV SI;SPV SDX;SPV SDY ;CDD;STM;STATE RDY;STATE DRV;STATE FYV;STATE FXV;STATE FYW;STATE FXW;STATE FI;STATE ST;TEMP0;TEMP1;SUNX;SUNY;SUNX1;SUNY1;SUNX2;SUNY2;SUNVX;SUNVY;SUNI;ECC_ERR;CDS;RADDR;EADDR
5;3;0;1;1;0;1;0;0;0;0;0;11;238;6522;6;2;0;11;11;18750;3410786837;0;0;1;0;1;1;1;0;212;78;42654;55038;53524;3885;64463;51285;27108;45417;18768;57081;44232;45854;0
4;4;0;1;1;0;1;0;0;0;0;0;11;141;33736;6;3;0;14;14;9155;410034162;1;1;1;1;0;1;0;5;78;108;4661;9121;927;45360;27596;1246;9761;58916;17426;60273;12321;3834;0
3;5;0;1;1;0;1;0;0;0;0;1;11;17;29622;2;1;0;2;8;30469;4122458345;1;0;1;1;0;0;0;2;122;153;17578;19739;25370;15939;23478;49640;53278;44445;46960;21320;58762;49094;0
2;6;0;1;1;0;1;0;0;0;0;0;11;230;24059;3;1;0;3;10;25468;4148755093;0;1;1;0;0;0;0;7;89;138;42628;52197;20715;28611;37851;30816;21000;23353;33576;5994;38285;54718;0
1;7;0;1;1;0;1;0;0;0;0;0;11;236;4791;5;0;1;11;10;61323;3786048873;1;0;0;1;0;1;1;5;24;206;16363;42883;45237;26831;59005;51439;31244;7121;31794;3205;21841;15508;0
0;0;1;1;1;0;1;0;0;0;0;0;11;83;49584;4;3;1;1;10;52683;3891938420;0;0;1;0;1;1;0;2;182;116;43365;32205;26283;34182;16245;62248;39859;44751;22252;12714;30299;10396;0
31;0;1;1;1;0;1;0;0;0;1;1;11;33;3998;1;3;0;9;7;35677;2372745657;0;1;1;0;1;1;0;2;54;171;17731;14870;56997;6655;7061;64950;58772;21624;60195;28884;64346;61119;0
30;1;1;1;1;0;1;0;0;0;0;0;11;58;29033;6;0;2;5;11;41580;89093550;1;0;1;0;1;0;0;7;83;52;57040;48708;29536;37628;34321;27594;735;13893;1936;62003;25010;5605;0
29;2;1;1;1;0;1;0;0;0;0;0;11;92;30022;0;1;0;2;0;55982;2459617498;1;0;1;1;1;0;0;5;53;158;22656;43303;39580;31299;40966;31645;15818;5557;14683;43056;62220;44308;0
28;3;1;1;1;0;1;0;0;0;0;0;11;205;19401;5;1;0;2;13;61636;2890087723;1;1;1;1;0;0;0;6;254;9;39916;58289;47395;51313;33888;41246;45729;36410;56932;14155;13028;37198;0
27;4;1;1;1;0;1;0;0;0;1;0;11;205;32767;3;3;2;14;13;36509;2346386954;1;1;0;0;1;1;1;3;20;50;45406;51866;55385;19856;32870;18857;64996;41525;35470;21097;13700;34874;0
26;5;1;1;1;0;1;0;0;0;0;0;11;251;15447;6;2;1;2;15;37882;742107825;1;1;0;0;0;0;1;3;160;163;16790;9287;24785;36115;61003;62419;40127;29285;52245;38789;14884;13389;0
25;6;1;1;1;0;1;0;0;0;0;1;11;108;16099;1;3;0;5;8;44795;771356411;1;0;1;1;0;1;0;7;39;202;33055;32955;54104;15349;4576;23832;15517;32887;63291;33372;20831;27631;0
24;7;1;1;1;0;1;0;0;0;0;1;11;241;7980;5;3;1;1;10;33782;2026615004;0;0;0;0;0;0;1;4;196;4;58979;7597;57758;30211;51257;32331;50953;1127;40778;14257;54564;21326;0
23;0;0;0;0;1;1;0;0;0;1;1;12;84;49491;3;0;2;2;9;47981;2678883247;1;0;0;0;0;0;1;3;191;149;8638;15710;54467;43759;16787;54609;17721;15403;39694;3668;28228;2250;0
22;1;0;0;0;1;1;0;0;0;1;0;12;157;3018;6;2;2;9;5;55219;2754058923;1;0;0;1;1;1;1;5;213;157;33309;63198;61628;50232;8759;56149;28437;34580;8174;3117;4641;62266;0
21;2;0;0;0;1;1;0;0;0;0;1;12;140;459;3;1;1;10;13;46193;424303616;0;0;0;0;0;0;0;4;186;75;11401;47780;61282;33273;26968;35462;56500;37306;49415;52273;64794;20120;0
20;3;0;0;0;1;1;0;0;0;1;0;12;145;14141;7;3;3;14;8;60746;82422311;1;0;1;1;1;0;0;4;128;3;17467;57357;20500;54613;15776;43440;41016;51530;43193;60443;32381;37773;0
19;4;0;0;0;1;1;0;0;0;1;0;12;24;24754;0;1;0;12;0;60025;2196686234;0;0;0;0;1;1;0;7;202;165;737;31232;9626;45290;19007;25784;52431;297;17462;30350;1593;35366;0
18;5;0;0;0;1;1;0;0;0;1;1;12;86;1797;6;3;0;1;6;8777;3984917487;1;1;0;0;0;0;1;5;57;65;63120;48368;163;47104;9191;34607;52451;64392;22830;47825;59857;53576;0
17;6;0;0;0;1;1;0;0;0;0;0;12;26;16384;2;2;1;14;6;41282;2659211203;0;1;0;0;1;1;1;7;248;100;28666;22122;26869;196;13984;32666;40595;2735;51486;23633;18939;25505;0
16;7;0;0;0;1;1;0;0;0;0;0;12;133;1131;7;0;2;6;7;44832;3632424364;1;1;1;1;0;0;1;0;238;102;36546;53842;50654;44997;62913;32769;38033;53222;1843;31599;3078;50723;0
15;0;1;0;0;1;1;0;0;0;1;1;12;253;57189;4;1;3;1;0;23510;3084960576;0;0;1;1;1;0;0;1;5;140;23609;57434;54071;3103;49819;2526;10752;28881;25686;8964;4740;10854;0
14;1;1;0;0;1;1;0;0;0;0;0;12;86;40345;3;3;2;14;0;56913;2089616308;1;1;0;1;1;1;0;1;64;51;23344;55175;5666;47219;29800;36225;13487;154;45728;32738;2795;1111;0
13;2;1;0;0;1;1;0;0;0;0;1;12;212;44797;5;0;1;11;3;34432;1099829543;0;0;0;1;0;1;0;6;96;128;39962;39580;21722;62850;64596;30863;20787;24020;56794;13;11422;54199;0
12;3;1;0;0;1;1;0;0;0;1;0;12;11;29110;2;0;1;4;10;258;1859096610;1;0;0;1;1;1;1;6;4;21;1788;4149;27414;26949;3796;27435;5249;54220;46223;42446;54664;49152;0
11;4;1;0;0;1;1;0;0;0;0;1;12;23;13839;2;1;1;4;8;65518;3013000;0;0;0;1;1;0;1;0;92;59;15292;29337;65054;2334;22926;20730;45051;25666;46317;65047;14596;22348;0
10;5;1;0;0;1;1;0;0;0;0;0;12;147;62096;0;1;1;11;12;35265;3547922433;0;0;1;0;1;0;1;5;64;244;23768;16766;3600;31776;10139;52546;35675;48875;44546;43291;18603;55378;0
9;6;1;0;0;1;1;0;0;0;0;1;12;206;58318;2;1;2;15;13;34119;4089995723;0;0;0;0;1;1;1;4;252;128;24827;17307;55723;41337;63298;5282;4187;30235;8182;49435;35598;14730;0
8;7;1;0;0;1;1;0;0;0;1;0;12;48;15938;2;0;2;3;12;35525;3724377231;0;0;1;1;0;1;0;7;41;71;115;27920;15040;43905;19522;58772;11842;30646;9269;39240;65429;50724;0
7;0;0;1;0;1;1;0;0;0;0;0;13;111;54243;7;3;3;11;12;40679;2839840404;0;0;0;0;0;0;0;1;105;79;8778;64148;1660;2304;26160;58629;36337;42625;15080;18259;42525;7568;0
6;1;0;1;0;1;1;0;0;0;0;0;13;188;16576;1;0;0;10;4;10060;114937594;1;0;0;1;0;0;1;0;140;74;5440;3864;61948;473;17408;30400;45292;5965;48477;2771;13332;48438;0
5;2;0;1;0;1;1;0;0;0;0;0;13;61;47;5;2;3;12;13;42348;476761596;0;0;1;0;0;0;1;7;54;14;53214;52750;22834;63359;64;36160;5905;21007;28509;13810;21709;56882;0
4;3;0;1;0;1;1;0;0;0;1;1;13;192;52277;0;0;0;11;10;33354;1094340086;0;0;1;1;0;1;0;0;37;58;32000;38220;48988;54055;37813;16387;6436;40655;36506;44430;59696;39509;0
3;4;0;1;0;1;1;0;0;0;1;0;13;232;22946;2;0;0;0;0;48172;603942867;0;1;0;1;0;1;0;2;163;231;32311;53973;58008;13135;52817;9555;2;37211;12898;60900;14453;26964;0
2;5;0;1;0;1;1;0;0;0;1;1;13;140;46936;7;0;0;13;6;60744;2281716215;0;0;0;0;0;1;0;7;199;154;25351;41017;1598;4217;796;53467;51767;1515;11776;53729;42451;7489;0
1;6;0;1;0;1;1;0;0;0;0;0;13;42;39803;6;1;0;6;0;12561;2294312480;1;1;1;0;0;0;1;4;75;36;35852;16961;35224;1455;10724;62994;34351;11585;26014;63281;12607;19455;0
0;7;0;1;0;1;1;0;0;0;0;1;13;7;30827;3;3;0;3;11;10851;875770774;1;1;1;0;0;0;0;4;32;45;44062;6758;40617;33026;32969;28046;50178;3856;24576;9651;341;34041;0
31;7;0;1;0;1;1;0;0;0;0;0;13;54;34644;3;1;1;2;6;50422;2108320585;1;1;0;1;0;0;0;6;136;95;11406;50403;6486;42028;59398;49322;7696;19447;10285;12856;59783;42683;0
30;0;1;1;0;1;1;0;0;0;0;0;13;212;43153;5;0;3;1;1;8192;3876148347;0;1;0;1;1;1;0;1;8;2;49574;10697;39194;20214;23187;33710;23044;17914;37121;35;4880;54986;0
29;1;1;1;0;1;1;0;0;0;0;0;13;100;20496;4;3;2;6;5;5;1058851197;0;0;1;0;0;1;0;2;88;88;23584;38020;62520;47451;57057;14311;56056;56885;23865;15731;104;54928;0
28;2;1;1;0;1;1;0;0;0;0;1;13;69;62414;3;3;3;6;15;28066;3325358834;1;1;1;1;1;0;1;4;219;98;4454;39404;28502;50411;62909;13612;34553;51047;61162;24280;820;21248;0
27;3;1;1;0;1;1;0;0;0;0;1;13;103;20330;5;3;3;7;6;47882;3617116758;0;0;1;1;0;0;1;2;215;0;7423;7231;14826;49508;36402;27553;41306;18845;35334;5234;61487;25916;0
26;4;1;1;0;1;1;0;0;0;1;1;13;159;48879;2;3;2;5;0;2090;7120640;0;1;1;0;0;1;1;3;133;186;46459;31038;17938;34212;50975;28713;31673;5109;24291;620;57088;12785;0
25;5;1;1;0;1;1;0;0;0;0;1;13;222;42272;1;3;3;1;13;2007;3611573549;1;1;0;0;0;0;0;0;103;188;4577;52677;61916;19219;53182;10537;39494;10810;39191;45290;32798;50436;0
24;6;1;1;0;1;1;0;0;0;0;0;13;137;4223;0;3;2;3;13;48222;2479724525;0;0;1;1;0;0;1;3;78;0;31170;4764;26839;50301;43729;46840;42617;20009;3009;42840;65393;33868;0
21;1;0;0;1;1;1;0;0;0;0;0;14;214;52976;1;2;1;12;10;29990;3067131750;1;1;1;1;1;1;1;2;113;61;3179;48265;5627;57344;5656;61088;4903;182;20092;44543;28742;38498;0
19;3;0;0;1;1;1;0;0;0;0;0;14;0;0;0;0;0;0;0;6486;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
18;4;0;0;1;1;1;0;0;0;0;0;14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
17;5;0;0;1;1;1;0;0;0;0;0;14;0;0;0;0;0;0;0;255;0;1;1;1;0;0;0;1;0;3;111;3104;8;0;0;0;0;0;0;0;0;0;0;0
16;6;0;0;1;1;1;0;0;0;0;0;14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15;7;0;0;1;1;1;0;0;0;0;0;14;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
14;0;1;0;1;1;1;0;0;0;0;0;14;209;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
13;1;1;0;1;1;1;0;0;0;0;0;14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
12;2;1;0;1;1;1;0;0;0;0;0;14;0;0;0;0;0;0;0;0;1602224188;0;0;0;0;0;0;0;0;72;0;259;0;0;0;0;11784;5;0;0;0;0;0;0
11;3;1;0;1;1;1;0;0;0;0;0;14;0;0;6;1;3;3;2;1051;3027338;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10;4;1;0;1;1;1;0;0;0;0;0;14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
9;5;1;0;1;1;1;0;0;0;0;0;14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8;6;1;0;1;1;1;0;0;0;0;0;14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6144;13185;0;0
7;7;1;0;1;1;1;0;0;0;0;0;14;0;0;0;0;0;0;0;0;32768;0;0;1;1;1;0;0;4;44;161;58286;1050;148;860;2927;58245;1971;364;3;1115;21615;12376;0
6;0;0;1;1;1;1;0;0;0;1;0;15;226;3606;7;0;1;6;12;32733;4191861383;1;0;1;1;1;0;0;0;171;3;52624;22216;20024;30628;8016;3543;44329;19099;26837;52333;51893;6004;0
5;1;0;1;1;1;1;0;0;0;0;1;15;96;10789;0;0;2;2;1;37098;384322734;0;1;1;1;0;0;0;2;114;142;12405;55591;9026;35779;33596;59275;50434;43716;8198;40108;8153;52064;0
4;2;0;1;1;1;1;0;0;0;1;0;15;149;29097;2;0;2;5;3;33974;1148238011;1;1;0;0;0;0;1;1;117;43;41555;15455;11046;53795;31397;24019;20640;5560;5792;15683;26212;54150;0
3;3;0;1;1;1;1;0;0;0;0;0;15;7;38936;1;0;3;5;11;41571;2294118898;1;1;0;0;0;1;0;5;51;128;17564;49400;38851;43424;29574;17028;6338;61925;54227;27244;16757;5221;0
1;5;0;1;1;1;1;0;0;0;1;1;15;50;16724;4;0;2;14;0;38218;1092561635;0;0;0;1;1;0;0;1;188;23;7585;2342;4911;24899;25343;60058;16894;12283;34445;42178;22458;27481;0
0;6;0;1;1;1;1;0;0;0;1;0;15;213;53664;7;0;0;0;1;40606;4009114543;1;1;1;0;1;0;0;4;72;149;56925;23221;60735;46357;23167;61479;24559;10040;53858;17742;15435;22685;0
31;6;0;1;1;1;1;0;0;0;1;1;15;156;52057;0;2;2;7;14;2229;4270738396;1;0;0;1;0;0;0;5;233;226;64473;23420;663;19031;9821;21613;46246;10066;3448;24700;55640;31333;0
30;7;0;1;1;1;1;0;0;0;0;0;15;254;11090;5;0;0;12;8;52477;4221506808;1;1;0;0;0;0;0;4;181;38;46811;3880;10938;65251;28797;16702;10708;26950;57592;24449;56416;48970;0
29;0;1;1;1;1;1;0;0;0;0;1;15;115;32997;1;0;1;14;12;46997;4280443820;0;1;1;0;0;0;1;2;69;215;1023;33128;55163;44479;32908;56716;34950;39325;2205;60410;32218;55486;0
28;1;1;1;1;1;1;0;0;0;1;0;15;161;15896;1;0;2;6;13;23141;3753763960;1;1;1;1;1;0;0;0;10;108;426;14560;51531;4676;9423;36044;22937;20859;42705;26679;5205;12556;0
27;2;1;1;1;1;1;0;0;0;0;0;15;239;47259;6;0;3;3;12;51985;3707846306;1;0;0;1;1;1;1;1;51;16;32030;1828;38924;8199;26034;17411;63198;38003;17028;2020;35457;17079;0
26;3;1;1;1;1;1;0;0;0;0;0;15;45;50083;0;3;0;6;8;45108;1635908680;1;0;0;0;0;1;0;2;239;69;56548;28496;17891;64318;50124;36796;40409;26740;26735;34094;31552;29492;0
25;4;1;1;1;1;1;0;0;0;0;0;15;24;23697;6;1;2;9;15;56407;1306960183;0;0;1;0;1;1;0;3;185;158;47258;8416;2710;36687;7607;51148;21442;36276;57994;43176;32630;8134;0
24;5;1;1;1;1;1;0;0;0;1;1;15;122;59673;5;0;0;4;3;61750;1741517734;1;1;1;1;1;1;0;2;178;209;65206;14397;28170;12097;30382;46351;5031;8710;58040;21378;65013;42707;0
23;6;1;1;1;1;1;0;0;0;1;0;15;226;30138;4;0;2;8;10;9073;3967109460;0;0;0;1;0;0;0;3;116;118;58499;42058;63155;17423;64306;960;17975;40535;11228;56931;43635;45456;0
22;7;1;1;1;1;1;0;0;0;1;1;15;214;1249;2;2;2;3;11;31705;2583645631;1;1;1;1;1;1;1;1;233;230;10901;27041;24348;8731;44174;44015;43196;45667;8541;56954;20432;37369;0
21;0;0;0;0;0;0;1;0;0;0;1;16;174;59830;1;1;3;7;0;44020;1858852413;1;0;0;1;0;0;0;6;181;56;49240;23908;19154;46813;10461;39017;61511;12434;9307;5559;28874;59292;0
20;1;0;0;0;0;0;1;0;0;1;1;16;170;47613;4;0;3;13;12;51859;917501846;0;0;0;1;1;0;0;3;213;234;50271;21832;13969;25618;36465;26185;28665;60562;12865;223;37321;53857;0
19;2;0;0;0;0;0;1;0;0;0;1;16;166;56190;1;2;0;1;11;22914;3564570949;0;1;0;1;0;1;0;5;80;252;13878;22063;54034;18733;59937;5415;23532;20384;4075;45898;57519;28864;0
18;3;0;0;0;0;0;1;0;0;1;1;16;83;31737;5;3;3;6;5;8328;2477475548;1;0;0;0;0;0;0;4;151;201;49328;64690;27642;54480;5342;24770;44024;58592;57477;21301;54109;13120;0
17;4;0;0;0;0;0;1;0;0;1;1;16;136;56174;5;3;2;13;8;8331;997729554;1;1;0;1;0;1;1;5;127;63;65179;43474;16694;40535;11228;56931;43635;45456;35034;5785;39307;42198;0
16;5;0;0;0;0;0;1;0;0;1;0;16;39;37880;0;1;1;11;10;45086;4088154777;1;1;0;0;0;0;1;1;190;15;14641;8545;7492;49898;7300;48323;8131;42939;52371;62479;17378;55996;0
15;6;0;0;0;0;0;1;0;0;0;0;16;63;40914;2;2;2;7;14;14004;3127228171;0;0;1;1;1;0;0;0;7;8;65386;3326;7096;12826;33727;21779;47695;12767;897;5475;8642;59910;0
14;7;0;0;0;0;0;1;0;0;0;1;16;222;18073;4;0;3;12;3;8615;3631700583;1;0;0;0;0;1;1;4;209;141;10133;60631;4331;20612;54243;10896;40208;1321;54134;15518;52194;63739;0
13;0;1;0;0;0;0;1;0;0;1;1;16;76;29771;2;1;2;11;7;11847;3955545858;1;1;1;0;0;0;0;6;143;177;16227;49385;45060;38642;56764;33973;27043;44363;29520;34110;26874;11755;0
12;1;1;0;0;0;0;1;0;0;1;0;16;147;3383;4;3;1;15;7;15942;46389583;1;1;0;1;1;0;0;0;50;136;18140;61378;39898;10690;20664;27896;19011;56168;64477;10938;9614;3501;0
11;2;1;0;0;0;0;1;0;0;1;0;16;254;24763;0;2;2;1;5;6003;3443234276;0;0;1;0;0;1;1;2;138;24;37875;25779;12023;18158;63307;41790;51929;61329;22966;41169;59389;37843;0
10;3;1;0;0;0;0;1;0;0;1;0;16;84;51912;6;2;0;10;15;57580;2768001609;1;0;0;0;0;1;1;5;221;186;5434;44212;13391;11171;19796;21770;37701;60580;36694;1024;7284;40689;0
9;4;1;0;0;0;0;1;0;0;0;1;16;30;5770;0;0;0;5;4;48464;3881362917;1;0;1;1;1;0;1;7;175;222;18613;48041;7048;6848;12353;49414;42241;31307;2433;28902;47839;8549;0
8;5;1;0;0;0;0;1;0;0;1;0;16;140;1906;7;1;1;15;10;63469;497304856;1;0;0;1;0;0;1;2;144;214;36991;27081;59997;59555;55429;60838;4699;61677;48188;42854;59677;34415;0
7;6;1;0;0;0;0;1;0;0;0;1;16;44;10177;6;1;3;13;6;1462;4270431188;1;1;0;1;1;1;0;3;13;162;60913;36072;15602;39636;42643;18275;58136;21010;17054;30924;37364;12316;0
6;7;1;0;0;0;0;1;0;0;0;0;16;56;36572;1;3;3;3;6;60677;3153368020;1;1;1;0;1;1;0;0;77;101;24512;49722;31338;63950;40085;54110;56156;2254;45957;50647;29577;53288;0
5;0;0;1;0;0;0;1;0;0;0;1;17;79;12583;3;2;1;10;2;63359;735992223;1;0;0;0;0;0;1;6;3;161;7840;37654;12704;40745;14555;13427;38872;52894;39743;55937;1333;22813;0
4;1;0;1;0;0;0;1;0;0;1;0;17;154;7891;0;3;1;12;5;65476;3653796233;1;0;1;1;0;0;1;2;231;147;1337;14207;28458;61947;49025;5306;41577;62783;57062;26789;31811;48007;0
3;2;0;1;0;0;0;1;0;0;0;0;17;69;58991;4;0;1;3;8;34571;880957111;1;0;0;0;1;1;0;5;84;161;52368;39543;442;2462;24428;29817;35953;46968;5457;13151;6370;62546;0
2;3;0;1;0;0;0;1;0;0;0;0;17;184;5785;1;2;1;11;3;45206;2293746647;0;1;0;0;0;0;0;5;79;3;42262;36022;43696;17335;62757;38217;63325;29327;21492;60684;31153;3746;0
1;4;0;1;0;0;0;1;0;0;1;1;17;169;56792;0;0;2;15;4;17599;115512577;1;1;0;0;0;1;1;5;92;18;29518;50271;26869;65068;13705;6653;27738;13544;23315;29927;42552;27888;0
0;5;0;1;0;0;0;1;0;0;1;0;17;7;59585;7;2;1;11;11;64908;1974285904;1;0;1;0;1;1;0;3;113;234;12902;38003;11285;47234;29220;2413;21980;64314;30343;39667;19417;8812;0
31;5;0;1;0;0;0;1;0;0;1;1;17;175;23249;7;3;0;10;10;20227;2662739272;0;1;0;1;1;0;1;7;75;7;13267;952;57691;24425;9692;395;38031;35030;24168;43436;24212;9777;0
30;6;0;1;0;0;0;1;0;0;0;1;17;23;39166;1;1;3;15;12;55413;3586448292;0;1;0;1;1;0;0;4;29;26;62783;27811;9920;33155;4852;46096;59846;11020;37181;64700;63784;49889;0
29;7;0;1;0;0;0;1;0;0;1;0;17;108;1495;7;0;0;7;10;10340;1758638224;1;1;1;0;0;0;0;3;49;210;61459;34394;61406;6809;56291;16618;47897;47760;37180;44943;57972;21372;0
28;0;1;1;0;0;0;1;0;0;0;1;17;46;40801;6;3;3;8;8;44876;1129465755;0;1;1;0;1;0;0;6;240;6;34930;55561;3304;42452;10136;13152;46274;51486;65;8973;50601;18536;0
27;1;1;1;0;0;0;1;0;0;1;1;17;70;43722;0;1;3;4;12;5064;3348342613;1;1;1;1;1;1;1;7;26;137;46955;4370;40994;6682;26048;17668;19262;33718;15610;45215;38222;16793;0
26;2;1;1;0;0;0;1;0;0;0;0;17;37;27555;7;1;1;12;15;46522;3029062749;0;1;1;1;1;1;1;6;32;79;44761;15756;51496;16644;9460;9856;29022;47357;8588;45079;35829;54617;0
25;3;1;1;0;0;0;1;0;0;1;0;17;53;4800;7;2;1;13;9;17889;3288594684;0;1;0;1;1;0;0;6;19;217;46343;7679;63200;9039;58159;37028;12566;2486;48945;65351;43466;8205;0
24;4;1;1;0;0;0;1;0;0;0;0;17;59;34223;5;3;0;2;6;50271;1811944577;0;1;0;0;0;0;0;6;191;184;30386;6180;15676;21544;28692;18838;21219;22970;49380;54959;48075;8705;0
23;5;1;1;0;0;0;1;0;0;1;1;17;13;52344;2;1;0;2;12;32769;626330770;1;1;0;0;1;0;1;1;170;75;36186;1746;5669;13171;27358;52498;20663;36282;6856;32848;37070;17729;0
22;6;1;1;0;0;0;1;0;0;1;1;17;35;528;4;0;1;7;1;1582;433376576;0;1;1;0;0;1;0;1;87;141;57261;36791;54679;57566;25016;24165;9966;40312;750;18472;8311;14244;0
21;7;1;1;0;0;0;1;0;0;1;1;17;129;2515;0;0;0;2;12;26654;3555612234;0;1;1;0;0;1;1;1;203;201;36394;32041;50704;1151;38272;36751;43086;25952;11506;16396;4736;47221;0
20;0;0;0;1;0;0;1;0;0;1;1;18;62;44512;2;3;1;9;15;32353;4049754495;1;0;1;0;0;0;0;2;101;102;36483;53484;18945;52449;33424;46900;9558;2787;14624;29827;22652;38308;0
19;1;0;0;1;0;0;1;0;0;0;0;18;44;1991;6;2;3;10;2;48797;1286861155;1;0;0;1;1;1;1;6;1;30;19134;14083;5747;57734;43137;62757;56797;23174;12011;13264;23911;28663;0
18;2;0;0;1;0;0;1;0;0;0;1;18;0;36568;4;1;3;15;8;61723;2747215876;1;1;1;1;1;0;1;0;153;229;37185;37583;54893;38826;9577;38147;5624;11267;44990;15297;6253;8201;0
17;3;0;0;1;0;0;1;0;0;1;1;18;3;48696;3;0;2;0;8;16193;1020725449;1;1;1;1;1;1;0;3;210;254;64406;20236;8193;12621;51578;46388;4107;32525;19447;52293;62577;6254;0
16;4;0;0;1;0;0;1;0;0;0;1;18;205;39452;0;0;0;7;3;28681;3519440026;1;1;0;1;1;0;0;7;57;95;23155;6267;46270;54164;46071;24678;5227;8218;1463;50834;5021;41592;0
15;5;0;0;1;0;0;1;0;0;1;1;18;217;25614;1;1;2;15;3;34561;2510361149;0;1;1;1;1;0;0;7;131;96;32885;9817;3346;27782;63848;30924;62757;6676;60665;3891;54939;23828;0
14;6;0;0;1;0;0;1;0;0;0;1;18;146;50240;1;1;3;9;15;26257;31582968;0;1;0;0;1;0;0;7;237;246;46839;11434;46592;26108;51547;9536;20742;10132;34257;46392;13836;39936;0
13;7;0;0;1;0;0;1;0;0;1;0;18;98;62643;4;3;3;9;10;33920;603398536;1;0;0;1;0;1;0;1;206;236;971;59728;49630;63416;56507;63470;38788;35307;4103;26244;59770;19557;0
12;0;1;0;1;0;0;1;0;0;1;1;18;198;44682;6;2;1;15;1;18921;382409954;1;1;0;1;0;0;0;2;70;151;32554;48996;51458;698;9124;59025;37041;14239;10701;28985;21547;59709;0
11;1;1;0;1;0;0;1;0;0;1;1;18;161;40207;7;2;3;3;14;6132;410472988;0;1;0;1;1;1;1;5;108;176;34823;34531;37052;49563;51730;16523;26708;50169;31247;57010;20104;17245;0
10;2;1;0;1;0;0;1;0;0;0;0;18;195;38801;1;1;1;0;4;31825;67823368;1;1;1;0;0;0;1;1;39;45;32311;7934;28651;33931;29187;43985;2073;42753;16911;15122;52864;57404;0
9;3;1;0;1;0;0;1;0;0;0;1;18;152;40735;7;1;1;1;11;64132;1757044048;0;0;1;1;0;0;1;7;207;205;284;13784;38897;43781;25465;24586;27160;3944;48070;12737;42696;4363;0
8;4;1;0;1;0;0;1;0;0;0;1;18;77;14619;3;3;2;7;1;18635;3547667399;0;1;0;0;0;1;1;1;247;209;19333;210;498;15190;23932;26596;34479;48738;48620;60354;52479;30431;0
7;5;1;0;1;0;0;1;0;0;0;0;18;154;55058;5;3;2;9;10;54615;1343581230;0;0;0;0;0;0;0;6;157;144;19344;60304;49692;29912;62729;9024;54866;28897;26199;53606;23014;56662;0
6;6;1;0;1;0;0;1;0;0;1;1;18;245;30166;0;2;0;3;7;4482;2673097056;0;1;1;1;1;1;1;7;35;191;23106;42705;46342;42250;48368;12878;13070;53545;9991;124;61654;702;0
5;7;1;0;1;0;0;1;0;0;0;1;18;5;54883;7;2;1;4;1;65410;1610225970;0;0;1;1;1;1;1;4;175;226;25897;7804;55701;1550;45;28836;4056;39643;62144;46773;50528;11434;0
4;0;0;1;1;0;0;1;0;0;0;1;19;164;40885;3;3;3;7;7;3916;2381437488;1;1;1;1;1;1;0;5;24;189;12320;41105;42299;12598;27854;32598;57881;6097;47792;7724;11027;42753;0
3;1;0;1;1;0;0;1;0;0;0;1;19;7;27421;5;3;1;15;8;12290;3995113884;1;1;0;1;1;1;0;1;112;237;54988;55853;6604;36989;8068;24873;43024;44728;13560;16439;8656;40576;0
2;2;0;1;1;0;0;1;0;0;0;0;19;233;31725;0;0;2;6;12;19457;3719653994;0;0;1;0;0;0;0;1;164;238;8389;24553;58487;55870;37490;51332;64513;1607;38088;42052;62593;14367;0
1;3;0;1;1;0;0;1;0;0;1;1;19;122;22691;0;0;2;0;4;36491;4237419416;1;0;0;0;1;0;0;1;237;14;36276;60499;8223;31722;31064;37816;56005;33131;46361;40626;39154;18753;0
0;4;0;1;1;0;0;1;0;0;0;0;19;103;8610;1;3;1;8;14;31699;3091005649;0;1;1;0;0;0;1;6;192;59;60162;46902;56814;49614;23564;17013;22284;30255;2273;40819;3479;50320;0
